,ecommerce,category,original_id,name,price,original_price,discount,discount_rate,rating_average,review_count,review_text,image,description
0,TIKI,nha-sach-tiki,897016,Combo Sân Chơi Trí Tuệ Của Chim Đa Đa (Bộ 6 Cuốn),125000,180000,55000,31,5,294,(294),https://salt.tikicdn.com/cache/w300/media/catalog/product/c/h/chimdada-1.u5465.d20170911.t163130.160238.jpg,"Combo Sân Chơi Trí Tuệ Của Chim Đa Đa (Bộ 6 Cuốn) là bộ sách giúp các bé bồi dưỡng trí tuệ của mình, rèn luyện nhiều kỹ năng có ích cho bản thân như: khả năng tư duy, khả năng quan sát, khả năng chú ý, khả năng nhận thức, khả năng tưởng tượng, khả năng ghi nhận. Các phụ huynh cũng có thể sử dụng cuốn sách này để hướng dẫn các bé rèn luyện tư duy.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng)....."
